RightHip				LeftShoulder				RightShoulder				LeftKnee				Trunk2Ground				Pelvic				RightKnee				LeftHip				RightAnkle				LeftAnkle				
RightHip_Time	RightHip_Abduction-Adduction	RightHip_Internal-External Rotat	RightHip_Flexion-Extension	LeftShoulder_Time	LeftShoulder_Abduction-Adduction	LeftShoulder_Internal-External Rotat	LeftShoulder_Flexion-Extension	RightShoulder_Time	RightShoulder_Abduction-Adduction	RightShoulder_Internal-External Rotat	RightShoulder_Flexion-Extension	LeftKnee_Time	LeftKnee_Abduction-Adduction	LeftKnee_Internal-External Rotat	LeftKnee_Flexion-Extension	Trunk2Ground_Time	Trunk2Ground_Abduction-Adduction	Trunk2Ground_Internal-External Rotat	Trunk2Ground_Flexion-Extension	Pelvic_Time	Pelvic_Abduction-Adduction	Pelvic_Internal-External Rotat	Pelvic_Flexion-Extension	RightKnee_Time	RightKnee_Abduction-Adduction	RightKnee_Internal-External Rotat	RightKnee_Flexion-Extension	LeftHip_Time	LeftHip_Abduction-Adduction	LeftHip_Internal-External Rotat	LeftHip_Flexion-Extension	RightAnkle_Time	RightAnkle_Abduction-Adduction	RightAnkle_Internal-External Rotat	RightAnkle_Flexion-Extension	LeftAnkle_Time	LeftAnkle_Abduction-Adduction	LeftAnkle_Internal-External Rotat	LeftAnkle_Flexion-Extension	
254403	-2.05923128161359	20.5444840925703	-4.39323809560693	254403	-5.30855112803681	-61.3417417105745	3.90503035061821	254403	-2.11954568583555	-10.6990414212325	4.00791365797236	254403	-2.31910055989322	22.1222846334601	-2.42737364654397	254403	-1.5828229379842	-75.1362145587866	-89.5475739458907	254403	-0.985000723009818	-21.3555935126694	2.2385437623615	254403	-0.0335267580365831	-11.0439042906262	1.25536316222173	254403	0.489593263168082	-18.3760243872595	0.840305399253711	254403	0.64574805242905	17.9078300804525	-0.562398838080528	254403	2.20147227045503	-15.9993913170028	-3.5449316211088	
254409	-2.03996249554038	20.5574395771041	-4.39920925559297	254409	-5.29500789666731	-61.3165556380416	3.91805309491981	254409	-2.10343362162939	-10.6976457056814	4.00307378680166	254409	-2.31041364291377	22.128556320841	-2.42638482003173	254409	-1.57790058886946	-75.1588072022853	-89.5609036867202	254409	-0.979728028847416	-21.3378456614749	2.24402949811071	254409	-0.0330780863662764	-11.0520519056472	1.25459428840829	254409	0.486302991503714	-18.3782947388	0.840875101375432	254409	0.665835184052495	17.9278426109015	-0.566914230199689	254409	2.21568660859479	-16.0073198564109	-3.55144754593531	
254415	-2.02053324903419	20.5710430434848	-4.40793634507782	254415	-5.26730355281395	-61.2814884925906	3.93113888975971	254415	-2.07272852542998	-10.6847980282693	4.00063852567344	254415	-2.28413097745264	22.1483063242566	-2.43651490240553	254415	-1.57283600442621	-75.1945096504801	-89.5893106415288	254415	-0.961008962893539	-21.3078998325791	2.25424409217606	254415	-0.0336708235858087	-11.0609212615759	1.25010023797432	254415	0.424268409709526	-18.4091970521364	0.827441189943851	254415	0.68426705728513	17.948133905932	-0.569308214703197	254415	2.26392617293321	-16.0324424763704	-3.56495707809656	
254421	-1.99514186724426	20.5885252030601	-4.41887433471918	254421	-5.26835354402557	-61.2648873578233	3.9367893263449	254421	-2.07309161224833	-10.692756485165	3.98958653005825	254421	-2.41371555793577	22.0746764905149	-2.37625102903021	254421	-1.5669254044343	-75.2088177050228	-89.5895108545656	254421	-0.97799372072398	-21.3005760459283	2.25674859011051	254421	-0.0238602641250476	-11.0762376999272	1.24771484972686	254421	0.544880513051061	-18.3502326792217	0.837557784554179	254421	0.698452448936571	17.9659617022217	-0.571785249803563	254421	2.31119099006862	-16.0577758273428	-3.57617026010614	
254427	-1.97179735630272	20.6031480717109	-4.43154553546645	254427	-5.2704298331648	-61.2534877416666	3.93821259702171	254427	-2.07146554070672	-10.7014127956608	3.97983615388987	254427	-2.49515998504233	22.0205904756694	-2.34905883492149	254427	-1.56187982410379	-75.2229233541594	-89.592306559106	254427	-0.993003435783371	-21.2930833101886	2.25972609286824	254427	-0.0154074723404156	-11.0888046947435	1.24574386455044	254427	0.655958841852503	-18.2934755874134	0.846773568151871	254427	0.714200596581351	17.9829431228203	-0.575624176538882	254427	2.31317620773118	-16.0621229561656	-3.57548232814224	
254433	-1.94917727074542	20.6181885460017	-4.44196379613909	254433	-5.27369168949556	-61.2401297129181	3.93967573068772	254433	-2.06885926998301	-10.7094030944769	3.97146250709467	254433	-2.56270720531667	21.9688946156794	-2.32764369216421	254433	-1.55765328284773	-75.2375129686273	-89.5952685023761	254433	-1.00641831192795	-21.2853068381908	2.26188148930575	254433	-0.00615214117583552	-11.1012343518802	1.24746511049029	254433	0.750689390943947	-18.2384064488833	0.853000194579258	254433	0.730556564816023	17.999511000237	-0.581138525545119	254433	2.29948854219753	-16.0566107890324	-3.57466354220754	
254439	-1.94677517137089	20.6206009552495	-4.44925405376628	254439	-5.27481171777224	-61.2285660326134	3.93850548817143	254439	-2.05965299173467	-10.7162523454132	3.96368636350528	254439	-2.54508275233244	21.9713999359498	-2.33863441771959	254439	-1.5533880800601	-75.2484951614781	-89.5933247658655	254439	-1.00778352551928	-21.2721685732284	2.2655996361618	254439	0.0094103095651688	-11.1152920296982	1.24994008204971	254439	0.725462562589339	-18.2461738821204	0.847975950497078	254439	0.753755558965785	18.0178748668579	-0.586760122184074	254439	2.29917897475121	-16.0574893229859	-3.57666902728647	
254445	-1.94638600276684	20.623764279065	-4.45411306407349	254445	-5.27583483623872	-61.2169582673272	3.93512918374486	254445	-2.05093361161037	-10.7233875607833	3.95335201251213	254445	-2.52348372762796	21.9734953784552	-2.34371710324743	254445	-1.55070928234792	-75.259117182052	-89.5902499959086	254445	-1.00782184278283	-21.2598663211015	2.26587610548383	254445	0.0247795802654544	-11.129277171914	1.25107771285167	254445	0.70030536610295	-18.2533358647348	0.844697806893866	254445	0.763890420014922	18.027540044356	-0.589867000393628	254445	2.29533244717584	-16.0587098461546	-3.58207883503872	
254451	-1.93863002650991	20.6308694599373	-4.45672008036271	254451	-5.27734540286051	-61.204912271075	3.93111646310532	254451	-2.05130479457034	-10.7355211886108	3.94245454731827	254451	-2.50043684444949	21.9754505105321	-2.34591018158821	254451	-1.54844027017725	-75.2698462600055	-89.5875691915609	254451	-1.01042619251125	-21.2491322429798	2.26510232235682	254451	0.0369798053463635	-11.13999160218	1.25385189189785	254451	0.67885125091585	-18.2585681349874	0.841626181532723	254451	0.768932296645156	18.0318182761721	-0.59347909974384	254451	2.29120485207631	-16.0597177531069	-3.59098085452515	
254457	-1.93168728359978	20.6372528299264	-4.45799235651451	254457	-5.29281365137192	-61.2085955541706	3.9180961979974	254457	-2.07575453964914	-10.7661300035985	3.92150632849926	254457	-2.44704655108706	21.99879574908	-2.36585024916294	254457	-1.54800048164296	-75.2592447861874	-89.5606414302127	254457	-1.03590190280261	-21.257916542749	2.2558113734736	254457	0.0479001661248109	-11.1498177176728	1.25665282158172	254457	0.63151679484876	-18.2786954607152	0.82927388478034	254457	0.772392100870335	18.0359395240883	-0.595554740365274	254457	2.27357009419411	-16.052010074752	-3.5995588658997	
254463	-1.91627088425002	20.6487935319336	-4.46058579102438	254463	-5.29113316004329	-61.2003606892462	3.91151488459884	254463	-2.08669621591355	-10.7851534249523	3.90650665835288	254463	-2.42640374109519	22.0073290283103	-2.37233307186444	254463	-1.54533298612636	-75.26200575687	-89.5495809221891	254463	-1.05592572390628	-21.2595815666824	2.25166904823623	254463	0.0446784399467589	-11.1505433239124	1.25597175699817	254463	0.629727027385021	-18.2793780988657	0.824063937715956	254463	0.745705446279361	18.0197058426938	-0.596500010545403	254463	2.25767715680479	-16.043730061633	-3.6077986810148	
254469	-1.92764246098174	20.6391964835704	-4.45770537439266	254469	-5.31595561597768	-61.1975319999547	3.90588843022981	254469	-2.09672408227919	-10.8041383262384	3.89270857313542	254469	-2.38820203802356	22.029435640429	-2.39217169292369	254469	-1.54266762381629	-75.2644152261904	-89.5388672154135	254469	-1.07555008097034	-21.26161258134	2.24743397437325	254469	0.0176334519008623	-11.1296234009603	1.24928692273759	254469	0.630398975211395	-18.2797468529918	0.817663333551358	254469	0.721066473427529	18.0036064976498	-0.596410356251129	254469	2.2180101787734	-16.0192276356413	-3.61162269645017	
254475	-1.9378721250503	20.6294816587469	-4.45596481566349	254475	-5.33787378326778	-61.1945956214622	3.90117596299837	254475	-2.11025324867305	-10.8229380773306	3.8780781582314	254475	-2.35808816591946	22.0509754456252	-2.410347570367	254475	-1.54075092158162	-75.2662091913926	-89.5272518400553	254475	-1.09573133494132	-21.2642685373002	2.24374663206973	254475	-0.00729244641116052	-11.1086769167458	1.24176114310635	254475	0.631907583765073	-18.2793295037466	0.815346985057363	254475	0.696996269960387	17.9875703886482	-0.594611141976585	254475	2.21150937545788	-16.012813807618	-3.61150913239694	
254481	-1.94811901795171	20.622085501817	-4.45588583448223	254481	-5.34296264187231	-61.1820202922512	3.89915133809022	254481	-2.12401784063367	-10.8395080316846	3.86507231189471	254481	-2.34041707152058	22.0695251146131	-2.4231132136177	254481	-1.53832822448677	-75.275226160449	-89.5246164167553	254481	-1.08505464753464	-21.2472213201879	2.24971564838995	254481	0.00222060778332404	-11.1143056670122	1.24009387569567	254481	0.571767203925256	-18.3111089000296	0.807314645575388	254481	0.692018878209923	17.9839015138593	-0.590904535328896	254481	2.26433585898819	-16.0370087165783	-3.61175411600617	
254487	-1.95827416226922	20.6145017991514	-4.4566010823768	254487	-5.34628344005891	-61.169159390794	3.89569908755497	254487	-2.13902079089217	-10.8553500613812	3.85384011743652	254487	-2.32574919908549	22.0870651338355	-2.43756477389821	254487	-1.53559857206387	-75.2841582095833	-89.5220912524912	254487	-1.07417371100929	-21.2300543414006	2.2565062766749	254487	0.0134099195748875	-11.1203745325358	1.2357955500483	254487	0.512530085454228	-18.3419581784961	0.80098336931581	254487	0.716169538242704	17.9993346494767	-0.587740910971538	254487	2.31669708766713	-16.0609938449797	-3.60821917463496	
254493	-1.92887735452005	20.6323614506189	-4.46142658380259	254493	-5.33429952426008	-61.1449104214733	3.89695156053237	254493	-2.0917856324853	-10.8313106667724	3.85983394394126	254493	-2.31449644066374	22.1045080790272	-2.45202820979793	254493	-1.53222396029828	-75.3053775565054	-89.5339614353603	254493	-1.08986838147484	-21.2234369111955	2.25907831650579	254493	0.0125014252572157	-11.1183861474346	1.22919201726064	254493	0.496323732421469	-18.3498659820484	0.802874493759067	254493	0.72685811022431	18.0059771235476	-0.582233449136061	254493	2.36909623009924	-16.0841589483046	-3.60221723924592	
254499	-1.90154442044716	20.6507714491336	-4.46493876837347	254499	-5.30250127039723	-61.1130058165669	3.89853153090834	254499	-2.04509540897031	-10.807848152881	3.86388621928924	254499	-2.36998016793628	22.0791924588045	-2.42297099714941	254499	-1.53035330499822	-75.3261331870501	-89.5464229627541	254499	-1.10341180886194	-21.2172397606622	2.2602066901939	254499	0.0112576396904181	-11.1170559607421	1.22502829316126	254499	0.537888555988498	-18.3270977179874	0.819688560901061	254499	0.737794620670817	18.0126100347347	-0.577335390121951	254499	2.43126095196266	-16.1143144421324	-3.6007048082042	
254505	-1.88963424748877	20.6596383103469	-4.46333466876126	254505	-5.25483110204875	-61.066032778833	3.90450518888984	254505	-1.96758934470558	-10.7646104578733	3.87740767096308	254505	-2.43241258968142	22.0473429155693	-2.38324051074466	254505	-1.5295281500937	-75.3629199740103	-89.5754934288372	254505	-1.08482915557886	-21.1876775740497	2.26698257933192	254505	-0.0150679464463048	-11.0992152202391	1.21591425292883	254505	0.57768171803277	-18.3064268405346	0.836861813678214	254505	0.731573704848635	18.006902677153	-0.572671244639493	254505	2.49078514384766	-16.1437681692136	-3.60483450258235	
254511	-1.87093663450199	20.6759408818139	-4.46182910134996	254511	-5.19946643345045	-61.0180913270108	3.90898757127921	254511	-1.89138800486427	-10.7215805202009	3.88918405176597	254511	-2.49178943906586	22.0139108330616	-2.33665552662864	254511	-1.52947645244812	-75.3994259637011	-89.6042859113207	254511	-1.06603594934907	-21.1581456148531	2.27332841094315	254511	-0.0348941223306332	-11.0891045948065	1.21055470078151	254511	0.610945098522658	-18.2857913782443	0.855725275096971	254511	0.724192923286658	18.0010159299086	-0.568563903308942	254511	2.55537936409798	-16.1760741708559	-3.61415677276562	
254517	-1.8521713807439	20.6926816294406	-4.46020699819297	254517	-5.14824459022085	-60.9706969041449	3.91593233958996	254517	-1.81243055928901	-10.6757880670996	3.90427696724648	254517	-2.54421176284028	21.9807871857906	-2.29294977631886	254517	-1.52821952437331	-75.4353278490295	-89.6336752166403	254517	-1.04660511325421	-21.1290124519624	2.28105604108548	254517	-0.0537671047216874	-11.0794446209045	1.20578371174597	254517	0.641179894092581	-18.2655188572992	0.871433840478785	254517	0.717757387875178	17.994798298343	-0.5641188373551	254517	2.62229425173656	-16.2123122997432	-3.62554962855827	
254523	-1.81905090621043	20.7213407988625	-4.45790288538481	254523	-5.10784005445232	-60.930133689445	3.92076345547281	254523	-1.74660971711623	-10.6367115879765	3.91739915713386	254523	-2.54480632529462	21.9706002601414	-2.27537089334434	254523	-1.52581685291023	-75.4632271881713	-89.6531426379595	254523	-1.03450047981108	-21.1057729635364	2.28641129004393	254523	-0.0356947952145741	-11.100241755474	1.21351959770634	254523	0.629562514050978	-18.2641041671802	0.878932947047402	254523	0.738625508461667	18.008397816389	-0.562794172432049	254523	2.6544787255064	-16.2328865909368	-3.63506264877948	
254529	-1.78574586401711	20.7501418674049	-4.45592164923983	254529	-5.07003130952538	-60.8904566358327	3.92697122850207	254529	-1.68461927326831	-10.5977339873109	3.93105828857837	254529	-2.54477786768051	21.9605498390035	-2.2605136119982	254529	-1.52296125147924	-75.4905413797316	-89.6715095165213	254529	-1.02412227951919	-21.0826070646499	2.2928073023801	254529	-0.0192309052692472	-11.1212010283045	1.22242291903595	254529	0.621090262825672	-18.2634974794505	0.885086415550667	254529	0.746815629666201	18.0143061398702	-0.56103562336484	254529	2.6835085375955	-16.2537885800076	-3.64533525698369	
254535	-1.75285495354664	20.7802044603693	-4.45411345255387	254535	-5.04564974682462	-60.8586586721517	3.93068492817167	254535	-1.65027552190407	-10.57137182438	3.93918081780558	254535	-2.51784166202857	21.9650619703753	-2.26043590763955	254535	-1.51864810910941	-75.5091556170103	-89.6780068216154	254535	-1.02691501665422	-21.0691699834304	2.29678712357981	254535	-0.00508854805362012	-11.1412424897265	1.22970455504429	254535	0.584502730515855	-18.274892726458	0.884441250809607	254535	0.753410610639241	18.0198280160813	-0.560161256796309	254535	2.71173779198634	-16.2745934468634	-3.65602224647136	
254541	-1.71831081788338	20.8099159863838	-4.45267054774249	254541	-5.03335616388516	-60.8290073451231	3.93476335532017	254541	-1.61689768389424	-10.5449146554037	3.94546193776666	254541	-2.47780001704654	21.9765855052796	-2.27224701065111	254541	-1.51524927141936	-75.5278524247385	-89.6845627678331	254541	-1.02984524914387	-21.0558796505181	2.29980175105281	254541	0.0126619250912419	-11.1612378549377	1.23689966016344	254541	0.54986396296503	-18.2858504666235	0.882599632332845	254541	0.761127483929817	18.0255224716977	-0.558513278404896	254541	2.71528285467856	-16.2829095694939	-3.66106751719452	
254547	-1.69211481835045	20.8350523556899	-4.45042832288952	254547	-5.01342544878858	-60.7944904164524	3.94013248924769	254547	-1.58695481474273	-10.5204962933362	3.94855294026678	254547	-2.45858197243049	21.9786731633993	-2.27800336892716	254547	-1.51226161747472	-75.5523342911427	-89.6973178170646	254547	-1.01861320185368	-21.0341368230274	2.30606236438642	254547	0.0215978443723448	-11.1751678280236	1.24087196544843	254547	0.522820692734312	-18.2919079192189	0.879618132494455	254547	0.756062591266297	18.0231937217849	-0.553230364115334	254547	2.72397576329144	-16.2921468468292	-3.66563706507263	
254553	-1.67560363752323	20.8524684503927	-4.44698877333047	254553	-4.99854640719551	-60.7612119124625	3.94535280072059	254553	-1.55828083735293	-10.4957436036688	3.95027336560664	254553	-2.44523041616023	21.9787663826056	-2.28516684672176	254553	-1.50924889325367	-75.5766495538292	-89.7101305730424	254553	-1.00683289748567	-21.0127128265394	2.31209832687122	254553	0.0234540751791877	-11.1812036080403	1.24197887431159	254553	0.498076290220471	-18.297811851029	0.872879737687231	254553	0.752991375088178	18.0209476197132	-0.547526624991894	254553	2.73463081392105	-16.3035208544119	-3.66979322863123	
254559	-1.65907174880218	20.8692792259643	-4.44301414308841	254559	-4.98241898647048	-60.7280083769268	3.95143550312578	254559	-1.57850466391654	-10.4939630690395	3.93967069139559	254559	-2.43276679299075	21.9783999940568	-2.29209151495131	254559	-1.50663865710783	-75.6012735354362	-89.721413744527	254559	-0.996146449965899	-20.9908072558744	2.31721986754167	254559	0.0264782189612367	-11.1871945063785	1.24345507413863	254559	0.475214054992739	-18.3037850587651	0.869475646013404	254559	0.76078958741022	18.0287422098539	-0.543745177628636	254559	2.76263528547829	-16.325966095092	-3.67087447797292	
254565	-1.69899260724443	20.8452599144328	-4.43417177873344	254565	-4.97524728101567	-60.7104642994685	3.95280467966081	254565	-1.6075027629207	-10.499283038392	3.92833448889057	254565	-2.42218153776794	21.9765756263489	-2.29886597072191	254565	-1.50416822915058	-75.6172391844132	-89.724176551035	254565	-0.984055666406675	-20.9712413790223	2.32381241193302	254565	0.00140965374643885	-11.1668910835627	1.23805017680268	254565	0.483287309500753	-18.2973261016434	0.871044057005749	254565	0.785913175277036	18.0453643668233	-0.542090753477597	254565	2.73702703048687	-16.3179536527549	-3.66798866399261	
254571	-1.73620888754078	20.8211394020309	-4.42448695571414	254571	-4.96642567237987	-60.6925913496472	3.95404835151812	254571	-1.63434993538625	-10.5042885410366	3.91422468892245	254571	-2.41295141437739	21.974639345764	-2.30520532079654	254571	-1.50393159874071	-75.6329575273816	-89.7264466639598	254571	-0.973884469485669	-20.952015756099	2.32805179074989	254571	-0.022922246709164	-11.1462150747733	1.23392817189608	254571	0.491939120949606	-18.2912613763014	0.870483711742739	254571	0.778471092164549	18.0401404110963	-0.537815580554044	254571	2.71495770362893	-16.3107304331091	-3.66839755063767	
254577	-1.77052483528774	20.8068118219237	-4.41972075323641	254577	-4.96953860414381	-60.6802300763394	3.95001289296044	254577	-1.65437769421068	-10.50672029868	3.89792018078483	254577	-2.42477281537402	21.9601418408777	-2.30218533160453	254577	-1.50433865307887	-75.641238400044	-89.7184216239858	254577	-0.947419236350553	-20.9289675572202	2.33874651417527	254577	0.00107463134418614	-11.1611729047966	1.23903853202742	254577	0.494974227845095	-18.2846033446785	0.873533447674624	254577	0.791585662261249	18.0473108158108	-0.533115673928173	254577	2.69397734634629	-16.3041780583538	-3.66606725889381	
254583	-1.80560080513526	20.7921840818313	-4.4166869881227	254583	-4.9977529314951	-60.6697574725997	3.94770404203465	254583	-1.67119937767042	-10.5087609631619	3.88272276745458	254583	-2.4269438551325	21.9524153113063	-2.3043183945546	254583	-1.50457518819145	-75.6495365339917	-89.7119449589096	254583	-0.920683763191611	-20.9059962808931	2.35061499875815	254583	0.020678987908732	-11.1749445549941	1.24458489386024	254583	0.498263804154526	-18.2787223344371	0.882041733417069	254583	0.802693736310207	18.0537903582377	-0.530401381169095	254583	2.64234180118924	-16.2775251173535	-3.65623656937257	
