LeftShoulder_Time,LeftShoulder_Abduction-Adduction,LeftShoulder_Internal-External Rotat,LeftShoulder_Flexion-Extension,RightKnee_Time,RightKnee_Abduction-Adduction,RightKnee_Internal-External Rotat,RightKnee_Flexion-Extension,RightHip_Time,RightHip_Abduction-Adduction,RightHip_Internal-External Rotat,RightHip_Flexion-Extension,LeftKnee_Time,LeftKnee_Abduction-Adduction,LeftKnee_Internal-External Rotat,LeftKnee_Flexion-Extension,LeftHip_Time,LeftHip_Abduction-Adduction,LeftHip_Internal-External Rotat,LeftHip_Flexion-Extension,LeftAnkle_Time,LeftAnkle_Abduction-Adduction,LeftAnkle_Internal-External Rotat,LeftAnkle_Flexion-Extension,Trunk2Ground_Time,Trunk2Ground_Abduction-Adduction,Trunk2Ground_Internal-External Rotat,Trunk2Ground_Flexion-Extension,Pelvic_Time,Pelvic_Abduction-Adduction,Pelvic_Internal-External Rotat,Pelvic_Flexion-Extension,RightShoulder_Time,RightShoulder_Abduction-Adduction,RightShoulder_Internal-External Rotat,RightShoulder_Flexion-Extension,RightAnkle_Time,RightAnkle_Abduction-Adduction,RightAnkle_Internal-External Rotat,RightAnkle_Flexion-Extension
78905,-2.110077854,10.23398468,3.423338753,78905,0.798900275,-14.08922136,0.503696219,78905,0.737451274,22.06314197,-0.482120081,78905,0.566772984,21.06040789,-0.220231596,78905,-0.65688583,-13.71333888,0.177170732,78905,0.826167533,-14.56533946,0.09327517,78905,2.839373603,-81.93858662,-91.38189928,78905,0.237180227,-15.32084559,2.489203415,78905,0.501723458,-10.53817612,2.733180418,78905,0.461404182,11.69946358,-0.238258535
78911,-2.051537209,10.24821411,3.43112322,78911,0.780222998,-14.0817471,0.500897719,78911,0.741433016,22.06575168,-0.489010148,78911,0.491971733,21.00682206,-0.176901438,78911,-0.634088426,-13.69485869,0.197429108,78911,0.863324228,-14.58316277,0.089257864,78911,2.832322474,-81.94448107,-91.38826095,78911,0.239932732,-15.31541102,2.492493977,78911,0.52594019,-10.52466838,2.722205116,78911,0.447562642,11.69115085,-0.237097362
78917,-2.061584171,10.25626512,3.438108939,78917,0.771668218,-14.08002991,0.496888799,78917,0.745729621,22.06977899,-0.496931265,78917,0.570018978,21.05233096,-0.192208656,78917,-0.619685683,-13.67696863,0.218275637,78917,0.744087804,-14.50460188,0.08728989,78917,2.825293625,-81.95138959,-91.39442322,78917,0.242924136,-15.31000585,2.495858546,78917,0.499495215,-10.54124567,2.704483856,78917,0.441676611,11.68802804,-0.232628906
78923,-2.119324152,10.23053797,3.438280685,78923,0.764873483,-14.07908818,0.492654515,78923,0.73370407,22.06410131,-0.503017536,78923,0.617020032,21.07673965,-0.200139551,78923,-0.599418107,-13.65136791,0.239314864,78923,0.634162389,-14.42932105,0.087948267,78923,2.817340882,-81.92327351,-91.35449743,78923,0.214976367,-15.33005265,2.495189502,78923,0.431590992,-10.59117668,2.682480665,78923,0.42424782,11.67604282,-0.226588502
78929,-2.165317811,10.209449,3.439313977,78929,0.76341548,-14.08011505,0.48550587,78929,0.721193048,22.06043242,-0.511399656,78929,0.595811793,21.05189453,-0.186378251,78929,-0.584700914,-13.62731339,0.258015616,78929,0.61129714,-14.41245838,0.089172575,78929,2.809360618,-81.89625265,-91.31510469,78929,0.188745015,-15.34947962,2.494414778,78929,0.369504438,-10.63616708,2.663872117,78929,0.411671992,11.66454031,-0.219916114
78935,-2.19544418,10.20241842,3.446353021,78935,0.783753182,-14.09076207,0.48327195,78935,0.709174246,22.05668724,-0.517986338,78935,0.589399321,21.03907622,-0.179881879,78935,-0.581610641,-13.61521541,0.273978878,78935,0.586674299,-14.39660234,0.090858666,78935,2.803461899,-81.88327915,-91.29394313,78935,0.180667074,-15.35508956,2.497690645,78935,0.331666158,-10.66441849,2.653052165,78935,0.420984889,11.66234069,-0.213157312
78941,-2.226142124,10.19648732,3.454222721,78941,0.818795867,-14.11308888,0.485547768,78941,0.710143159,22.0635762,-0.524275542,78941,0.582257181,21.0266968,-0.170327734,78941,-0.58020568,-13.60479923,0.289044983,78941,0.557837718,-14.37668306,0.089879097,78941,2.798193354,-81.87120364,-91.2732296,78941,0.174935158,-15.35918207,2.501236256,78941,0.307638704,-10.68279959,2.646644073,78941,0.435755122,11.665364,-0.20466326
78947,-2.227306405,10.19462242,3.462985553,78947,0.853868293,-14.13668114,0.487925163,78947,0.708850043,22.0696575,-0.528082892,78947,0.570307389,21.01679955,-0.16501252,78947,-0.572736708,-13.59552923,0.303501339,78947,0.527493358,-14.35590151,0.091848429,78947,2.794026674,-81.86008643,-91.25199212,78947,0.168467653,-15.36239664,2.505579319,78947,0.282286552,-10.69910171,2.642955987,78947,0.439935565,11.66240158,-0.194554094
78953,-2.222475999,10.20101732,3.471646426,78953,0.861390598,-14.13915374,0.485926377,78953,0.665528031,22.04635064,-0.524329289,78953,0.55764752,21.01061156,-0.157096705,78953,-0.578626292,-13.59789711,0.318416906,78953,0.517143008,-14.34900183,0.093099238,78953,2.79091691,-81.85702879,-91.2388634,78953,0.186636029,-15.34982027,2.514126365,78953,0.26269959,-10.7062457,2.642390982,78953,0.444149846,11.66091867,-0.186045014
78959,-2.206226393,10.20888738,3.481598941,78959,0.854215516,-14.13326668,0.484929498,78959,0.623656689,22.02199543,-0.516499042,78959,0.551549955,21.01424391,-0.158612181,78959,-0.580704258,-13.60135035,0.333024855,78959,0.494186909,-14.33395875,0.101316239,78959,2.787698646,-81.85416448,-91.2256877,78959,0.203701887,-15.33736718,2.521435559,78959,0.247378598,-10.71056022,2.643329779,78959,0.433893905,11.65257693,-0.177939328
78965,-2.191321207,10.21736444,3.491703017,78965,0.845522445,-14.12696328,0.485410974,78965,0.604299028,22.01221094,-0.506389619,78965,0.550247104,21.02605189,-0.1677517,78965,-0.570236274,-13.59892451,0.34726918,78965,0.475299636,-14.32068998,0.115974215,78965,2.784099535,-81.85162611,-91.21231941,78965,0.196878056,-15.34004861,2.522965416,78965,0.23064536,-10.71382488,2.64566892,78965,0.445954146,11.65861477,-0.167819047
78971,-2.208567871,10.22264726,3.496745927,78971,0.84432253,-14.12963035,0.488174952,78971,0.596186123,22.0112272,-0.497191991,78971,0.540368764,21.03188016,-0.17255325,78971,-0.559130114,-13.59727905,0.362098941,78971,0.450900315,-14.30485718,0.128313958,78971,2.779359236,-81.84897582,-91.19889201,78971,0.19125813,-15.34300972,2.523925443,78971,0.216658719,-10.71301321,2.648530286,78971,0.454771685,11.66508109,-0.15790655
78977,-2.229216394,10.22396451,3.498611513,78977,0.854327483,-14.14388611,0.496663443,78977,0.589483964,22.01014457,-0.486917041,78977,0.520034279,21.02773109,-0.169838558,78977,-0.533068375,-13.58603245,0.379387302,78977,0.425740558,-14.28955172,0.137308309,78977,2.771974303,-81.84248807,-91.18203305,78977,0.181573648,-15.3504241,2.52168335,78977,0.194928173,-10.71534446,2.652585576,78977,0.472886449,11.68144729,-0.149021312
78983,-2.248331229,10.22496831,3.499382461,78983,0.862837578,-14.16022873,0.503989303,78983,0.570276021,22.00134958,-0.475275156,78983,0.500037595,21.0238198,-0.168084242,78983,-0.52455016,-13.58575541,0.393278118,78983,0.390700904,-14.26710549,0.145031377,78983,2.76404535,-81.8352799,-91.16704993,78983,0.190494149,-15.34854411,2.521835063,78983,0.170012798,-10.71799128,2.658992026,78983,0.48453773,11.69786329,-0.137772374
78989,-2.265266887,10.22644223,3.501273834,78989,0.873274833,-14.18066119,0.510009204,78989,0.55316345,21.99303703,-0.465173809,78989,0.4575686,20.99956735,-0.154584952,78989,-0.52193481,-13.58597706,0.404720838,78989,0.388715301,-14.26566837,0.148136549,78989,2.75684871,-81.82758397,-91.15159507,78989,0.198114686,-15.34761802,2.522424216,78989,0.142420336,-10.72143178,2.668261106,78989,0.492850426,11.71502868,-0.126714758
78995,-2.279879528,10.22993937,3.502722983,78995,0.892546908,-14.20690462,0.515683143,78995,0.548821469,21.99256605,-0.461311472,78995,0.434430321,20.98280499,-0.151793262,78995,-0.534602238,-13.59224902,0.410970176,78995,0.40679751,-14.28098984,0.150732219,78995,2.750440185,-81.82171949,-91.13911323,78995,0.205813909,-15.34704789,2.524679621,78995,0.113806125,-10.72363613,2.680352079,78995,0.497840305,11.7321219,-0.116039933
79001,-2.2957411,10.23509346,3.503942082,79001,0.89509283,-14.2207623,0.513471719,79001,0.547928973,21.99214421,-0.461051468,79001,0.435058114,20.97683971,-0.156305019,79001,-0.54884424,-13.59921938,0.415935481,79001,0.404703654,-14.2860762,0.149919976,79001,2.743929149,-81.81590773,-91.1266192,79001,0.2112969,-15.34622903,2.527062671,79001,0.081910033,-10.72920644,2.693112257,79001,0.484249816,11.73658379,-0.104026646
79007,-2.313483661,10.24157048,3.505599341,79007,0.900660736,-14.23527201,0.506797258,79007,0.545413934,21.98927914,-0.463961663,79007,0.460665753,20.98354317,-0.164639923,79007,-0.586648741,-13.62303154,0.415017257,79007,0.400809463,-14.29316456,0.140810561,79007,2.738174828,-81.81136192,-91.11514787,79007,0.220131561,-15.34185216,2.531712374,79007,0.051344004,-10.73445311,2.705904419,79007,0.491266386,11.75498801,-0.089440062
79013,-2.335237358,10.24751231,3.508295508,79013,0.896204905,-14.23706286,0.492024033,79013,0.530292373,21.97298964,-0.469986105,79013,0.501134116,20.99691974,-0.178402877,79013,-0.62548965,-13.64650748,0.412549628,79013,0.367602321,-14.2831108,0.128894589,79013,2.732674211,-81.80702332,-91.10472381,79013,0.228586375,-15.33759834,2.537323609,79013,0.025347399,-10.7381216,2.72372596,79013,0.498090899,11.77416251,-0.074654652
79019,-2.38632548,10.23108688,3.504422583,79019,0.883534709,-14.22982563,0.475772171,79019,0.516802581,21.95720144,-0.476593235,79019,0.569767427,21.02532807,-0.200758978,79019,-0.696289018,-13.6847517,0.403777114,79019,0.339742142,-14.27310105,0.112608121,79019,2.726137685,-81.78025416,-91.06777693,79019,0.208938698,-15.35632908,2.538194622,79019,-0.027190307,-10.76622658,2.735824997,79019,0.488899564,11.78074236,-0.059895978
79025,-2.439598899,10.21472013,3.50255931,79025,0.874804671,-14.22401139,0.463740247,79025,0.505844263,21.9425337,-0.482115516,79025,0.632380773,21.05322157,-0.223297519,79025,-0.763650465,-13.72251981,0.391058111,79025,0.329324425,-14.27332298,0.093060022,79025,2.72133349,-81.75421023,-91.03140155,79025,0.189130248,-15.37484884,2.540463288,79025,-0.084870805,-10.79876498,2.747714519,79025,0.48275566,11.78773832,-0.047312144
79031,-2.403984156,10.24112422,3.521474799,79031,0.872780963,-14.22161352,0.456736954,79031,0.494291836,21.9276694,-0.486860493,79031,0.57589921,21.01474017,-0.206559756,79031,-0.763050846,-13.7247163,0.384559316,79031,0.375652288,-14.30420752,0.078567029,79031,2.717743895,-81.76855342,-91.04041165,79031,0.216406577,-15.35298281,2.550059671,79031,-0.094526685,-10.79190819,2.768355847,79031,0.498365101,11.80902741,-0.038794871
79037,-2.370167246,10.26697938,3.536612892,79037,0.878559816,-14.2284921,0.458857233,79037,0.526901044,21.94275849,-0.495718898,79037,0.517746631,20.97727091,-0.19021505,79037,-0.727258115,-13.70632639,0.384755273,79037,0.44298599,-14.34853276,0.067785604,79037,2.712358558,-81.78379464,-91.04866763,79037,0.208930062,-15.35109297,2.55334041,79037,-0.100700098,-10.78504981,2.784546623,79037,0.51279276,11.83085986,-0.034418242
79043,-2.336547883,10.29243329,3.549825799,79043,0.876503381,-14.23064944,0.462509428,79043,0.555361237,21.95678461,-0.501596363,79043,0.458033019,20.93801396,-0.177767491,79043,-0.69481877,-13.68847181,0.382384692,79043,0.511396846,-14.39464903,0.060230471,79043,2.705872146,-81.79990634,-91.05654236,79043,0.202712795,-15.34809439,2.555052063,79043,-0.059360927,-10.74869816,2.805217249,79043,0.522509326,11.84817494,-0.031127865
79049,-2.308476662,10.31786331,3.555373497,79049,0.872660347,-14.23245113,0.468920907,79049,0.566591281,21.96187041,-0.503019946,79049,0.446726808,20.93119176,-0.190075491,79049,-0.732486896,-13.71101759,0.36900145,79049,0.578399191,-14.44072736,0.055806825,79049,2.697194106,-81.81931238,-91.06746051,79049,0.215857011,-15.33382147,2.557668228,79049,-0.014516424,-10.71044156,2.823687853,79049,0.503599757,11.84579135,-0.028797827
79055,-2.363716394,10.33183265,3.572350364,79055,0.841916464,-14.21405708,0.46878419,79055,0.550165861,21.94751094,-0.497554336,79055,0.480085469,20.95172436,-0.223982757,79055,-0.767687409,-13.73252768,0.355808473,79055,0.554206105,-14.43204196,0.055654869,79055,2.689087282,-81.83904594,-91.07857553,79055,0.229475506,-15.31951811,2.56027157,79055,-0.016603369,-10.70697439,2.83455003,79055,0.485731551,11.84327552,-0.023023734
79061,-2.461292288,10.3107821,3.577975732,79061,0.820685879,-14.20257655,0.469923802,79061,0.533836285,21.93332619,-0.492186859,79061,0.408731594,20.9002651,-0.219166594,79061,-0.689078542,-13.68300121,0.350024393,79061,0.530388962,-14.42382866,0.050701682,79061,2.679437751,-81.82351697,-91.04667262,79061,0.198622632,-15.34095888,2.555062307,79061,-0.058829009,-10.73920132,2.836452152,79061,0.480480689,11.85018994,-0.01698201
79067,-2.555545002,10.28991643,3.581107775,79067,0.81057049,-14.19947284,0.473616301,79067,0.523470701,21.92330837,-0.488535163,79067,0.346170033,20.84992682,-0.21226912,79067,-0.624145883,-13.63918496,0.344077926,79067,0.519816008,-14.4257631,0.039639304,79067,2.669718982,-81.80823811,-91.01505935,79067,0.174285929,-15.35805429,2.551515718,79067,-0.063590339,-10.74850864,2.8418712,79067,0.474330148,11.85713546,-0.011057978
79073,-2.545397184,10.30099493,3.573717142,79073,0.818869442,-14.21024128,0.481988129,79073,0.513476731,21.91366436,-0.485783594,79073,0.378118868,20.86183182,-0.232309439,79073,-0.65140922,-13.65452635,0.333681276,79073,0.505745547,-14.42552919,0.02624877,79073,2.659949179,-81.8152851,-91.0121938,79073,0.179150205,-15.35347212,2.553268114,79073,-0.037604353,-10.73657172,2.850739727,79073,0.495085468,11.88316145,-0.002805349
79079,-2.536560063,10.31241469,3.564007635,79079,0.829208353,-14.22441368,0.491545385,79079,0.494380646,21.89851145,-0.484220591,79079,0.405741362,20.87331784,-0.246690222,79079,-0.68821055,-13.67881679,0.322906127,79079,0.498294778,-14.42807811,0.008618855,79079,2.649032964,-81.82239064,-91.00933291,79079,0.197551698,-15.33982066,2.5572921,79079,-0.009618768,-10.72538372,2.856838643,79079,0.513227366,11.90889113,0.003987293
79085,-2.528530571,10.32375059,3.555679046,79085,0.822938523,-14.22667789,0.497345985,79085,0.476684825,21.88303772,-0.48393563,79085,0.394705884,20.85476346,-0.247029383,79085,-0.723345992,-13.70309883,0.311675456,79085,0.529472472,-14.46094886,-0.011960722,79085,2.640094811,-81.82913924,-91.00704148,79085,0.215292049,-15.32620909,2.563576641,79085,-0.004903938,-10.73022481,2.859811627,79085,0.513200272,11.92296046,0.008958355
79091,-2.564464882,10.32130189,3.545048552,79091,0.801486155,-14.2141622,0.494091227,79091,0.457092087,21.86300955,-0.48528419,79091,0.357102534,20.81840632,-0.237298158,79091,-0.70981527,-13.69901887,0.30733099,79091,0.557040976,-14.4927985,-0.031292525,79091,2.631198392,-81.82570817,-90.99392491,79091,0.205112858,-15.33238914,2.565860022,79091,-0.009557615,-10.74558843,2.857845904,79091,0.495729766,11.92531604,0.016427799
79097,-2.610426302,10.31707898,3.536696729,79097,0.781194777,-14.20149791,0.487611545,79097,0.438993651,21.84336381,-0.487088967,79097,0.344708592,20.79718264,-0.240048019,79097,-0.696646511,-13.69494344,0.302608852,79097,0.535377522,-14.49389496,-0.045980772,79097,2.621633187,-81.82227955,-90.98179814,79097,0.195575344,-15.3387427,2.567476636,79097,-0.004616848,-10.75825664,2.855928824,79097,0.477321024,11.92675764,0.026277021
79103,-2.663960804,10.30537825,3.526595804,79103,0.767592609,-14.19373291,0.475712576,79103,0.423746344,21.82397942,-0.491564409,79103,0.317341887,20.76483402,-0.238856167,79103,-0.664486855,-13.67978276,0.297465063,79103,0.511573656,-14.49460303,-0.06163542,79103,2.612426403,-81.81130636,-90.96001749,79103,0.175572498,-15.35227409,2.568315649,79103,-0.01092326,-10.77830117,2.850835724,79103,0.462974268,11.93168215,0.04321126
79109,-2.715543413,10.29341299,3.513951334,79109,0.77246695,-14.19774365,0.466281078,79109,0.420924652,21.81346857,-0.499760362,79109,0.287812825,20.73366565,-0.232022152,79109,-0.636238771,-13.66778709,0.294449767,79109,0.506594439,-14.50579633,-0.080064754,79109,2.601011346,-81.80039742,-90.94015205,79109,0.161612631,-15.36336794,2.568885009,79109,-0.003342702,-10.78915424,2.846729246,79109,0.449920935,11.93776136,0.061344583
79115,-2.73961432,10.27795205,3.498271499,79115,0.779931848,-14.202825,0.454605065,79115,0.419868095,21.8031156,-0.509410414,79115,0.335781719,20.75224665,-0.249802718,79115,-0.650059077,-13.68076195,0.288758116,79115,0.461538889,-14.49292729,-0.101128477,79115,2.589409861,-81.78205049,-90.91258415,79115,0.138601713,-15.38200493,2.568307392,79115,-0.004029197,-10.80714892,2.840293759,79115,0.450012092,11.95348923,0.079184887
79121,-2.764521181,10.26229183,3.480245553,79121,0.810662298,-14.2257844,0.453806598,79121,0.439695938,21.80861254,-0.518354129,79121,0.347104667,20.75174248,-0.26031438,79121,-0.665100932,-13.69442896,0.279028545,79121,0.447001385,-14.49519985,-0.116868831,79121,2.576974174,-81.76383041,-90.88525664,79121,0.118761841,-15.39938455,2.566435787,79121,-0.00820592,-10.82543025,2.832988539,79121,0.451405071,11.96952688,0.095859837
79127,-2.787399963,10.2460894,3.461281468,79127,0.835668968,-14.2467987,0.45853258,79127,0.458614562,21.8138651,-0.525113949,79127,0.358567274,20.75103814,-0.26743082,79127,-0.683702759,-13.70731684,0.272381363,79127,0.434028369,-14.49721547,-0.133540059,79127,2.565170276,-81.74555589,-90.85904794,79127,0.100289996,-15.41697854,2.565289993,79127,-0.014543409,-10.8456104,2.824587257,79127,0.450264049,11.98397823,0.107833164
79133,-2.804809155,10.22665339,3.443369995,79133,0.844653402,-14.25654421,0.466728956,79133,0.458699167,21.80540639,-0.526714873,79133,0.333275779,20.72789682,-0.260038652,79133,-0.666999057,-13.69967167,0.269593988,79133,0.422563002,-14.49938667,-0.15066913,79133,2.553961098,-81.72424302,-90.82949354,79133,0.081098438,-15.43548109,2.563987492,79133,-0.059694126,-10.89318687,2.813308717,79133,0.451939276,11.99827563,0.115340377
79139,-2.815943551,10.20722,3.42671233,79139,0.852145015,-14.26587834,0.476232488,79139,0.453964347,21.79648198,-0.527062171,79139,0.325975086,20.71575205,-0.261090565,79139,-0.656467038,-13.6922458,0.263429562,79139,0.426621288,-14.51075625,-0.166451328,79139,2.541648871,-81.70268194,-90.80032173,79139,0.063746198,-15.45381213,2.561285568,79139,-0.102578194,-10.9407712,2.800673036,79139,0.455372389,12.01186475,0.119787401
79145,-2.823099604,10.19130177,3.410103242,79145,0.87073497,-14.28369032,0.492966419,79145,0.449575422,21.78762234,-0.528082279,79145,0.289305845,20.68238432,-0.254226955,79145,-0.615883063,-13.66313671,0.258665968,79145,0.431761918,-14.52105677,-0.180843657,79145,2.529925318,-81.68500437,-90.7752774,79145,0.049948192,-15.46826835,2.559822747,79145,-0.140890026,-10.98379795,2.78881262,79145,0.45993087,12.02570978,0.118560928
79151,-2.830854555,10.17488149,3.391556763,79151,0.880767765,-14.29901305,0.505357049,79151,0.435338184,21.77438154,-0.529718867,79151,0.256064538,20.64906206,-0.252960847,79151,-0.585920531,-13.63671884,0.252036741,79151,0.426064305,-14.52426384,-0.192101644,79151,2.517297261,-81.66773606,-90.74863703,79151,0.040417075,-15.47934993,2.558055616,79151,-0.161002556,-11.01272189,2.778506046,79151,0.458785205,12.03867771,0.118518002
79157,-2.859027006,10.18048547,3.387188334,79157,0.865120636,-14.29745344,0.506727017,79157,0.420630105,21.7614847,-0.533574686,79157,0.255000473,20.64086074,-0.258190481,79157,-0.574172158,-13.62426579,0.248090228,79157,0.405551478,-14.5163404,-0.203991827,79157,2.505629535,-81.6789747,-90.75645684,79157,0.066024536,-15.46192056,2.56311458,79157,-0.146644248,-11.0134701,2.77699039,79157,0.478107504,12.0652198,0.120875041
79163,-2.885997467,10.1857536,3.381751841,79163,0.859067061,-14.30424865,0.50859842,79163,0.43749651,21.7700497,-0.541155909,79163,0.191230385,20.59863691,-0.24517737,79163,-0.539233976,-13.59833852,0.247165896,79163,0.473448468,-14.55732894,-0.208983705,79163,2.49304827,-81.69032621,-90.76407564,79163,0.068486413,-15.45743873,2.562895219,79163,-0.134424401,-11.01393092,2.772991448,79163,0.495207027,12.09181117,0.123837633
79169,-2.912744352,10.19025142,3.377706065,79169,0.850163787,-14.30882361,0.506196703,79169,0.455059054,21.77920461,-0.550459178,79169,0.128543602,20.55705477,-0.233456428,79169,-0.505768384,-13.57204939,0.248288053,79169,0.538301851,-14.59707345,-0.213581404,79169,2.481440201,-81.70158789,-90.77121533,79169,0.071076329,-15.45303805,2.564548025,79169,-0.078556672,-10.98468046,2.775957709,79169,0.505068831,12.11540078,0.128542631
79175,-2.828107987,10.21134926,3.398033045,79175,0.837547261,-14.30909451,0.498650675,79175,0.463846487,21.7818139,-0.562316362,79175,0.122963596,20.54999141,-0.24318664,79175,-0.534738682,-13.58115197,0.246562393,79175,0.600953371,-14.63632987,-0.215789368,79175,2.469549807,-81.71778781,-90.78481756,79175,0.082976383,-15.44227228,2.568720011,79175,-0.029307347,-10.95916674,2.778228086,79175,0.502684123,12.13162953,0.136995325
79181,-2.757450114,10.22990536,3.405209373,79181,0.824295788,-14.31092645,0.490936744,79181,0.472808903,21.78432908,-0.573984866,79181,0.117002941,20.53775496,-0.253437197,79181,-0.563356699,-13.58987771,0.2455588,79181,0.646967754,-14.66886283,-0.217749787,79181,2.457749179,-81.7340834,-90.79810996,79181,0.093797197,-15.4309413,2.572532415,79181,0.018904636,-10.93351198,2.779200637,79181,0.500917236,12.14931813,0.144892154
79187,-2.687101674,10.24909943,3.410095552,79187,0.811303369,-14.31281039,0.486037724,79187,0.48395241,21.78676592,-0.58737884,79187,0.11469847,20.52599677,-0.266483723,79187,-0.596908577,-13.59861188,0.246152754,79187,0.692111267,-14.70128805,-0.215538142,79187,2.444737608,-81.7518565,-90.81355131,79187,0.10701803,-15.41810757,2.575666704,79187,0.067629478,-10.90623358,2.779351217,79187,0.473486228,12.15086046,0.149447645
79193,-2.618636551,10.26712471,3.414697128,79193,0.793225349,-14.30768677,0.480387084,79193,0.461194898,21.76508124,-0.599428914,79193,0.115721444,20.51335536,-0.270153664,79193,-0.657596332,-13.62272202,0.255259461,79193,0.718054128,-14.71878978,-0.215183808,79193,2.431565067,-81.76888478,-90.82728124,79193,0.144087388,-15.38993918,2.585095303,79193,0.050463879,-10.92199163,2.773069795,79193,0.446900287,12.15329686,0.153409437
79199,-2.652921611,10.26053578,3.40237555,79199,0.786395372,-14.31118828,0.482402553,79199,0.436715492,21.74366228,-0.608023142,79199,0.138891138,20.51216929,-0.277271014,79199,-0.658691539,-13.61334741,0.271877008,79199,0.660507013,-14.69090395,-0.217530307,79199,2.418807843,-81.77300754,-90.82786698,79199,0.168115478,-15.37490166,2.592093348,79199,0.021108603,-10.95006269,2.767007528,79199,0.423193381,12.1555429,0.154697406
79205,-2.684359189,10.25424135,3.390456673,79205,0.783330945,-14.31681821,0.485949472,79205,0.42249667,21.72790554,-0.616435377,79205,0.166845511,20.51235223,-0.282939143,79205,-0.652562348,-13.60011802,0.287718129,79205,0.62102928,-14.67595492,-0.222887568,79205,2.406042421,-81.77742804,-90.82806317,79205,0.183435579,-15.36378269,2.59570928,79205,-0.005870424,-10.97731703,2.761991602,79205,0.402951812,12.15819493,0.155886929
79211,-2.714035965,10.24774739,3.381629823,79211,0.779451552,-14.31957262,0.489180239,79211,0.409239845,21.71139599,-0.626074316,79211,0.197797415,20.51217169,-0.284444127,79211,-0.649769381,-13.58759957,0.305599838,79211,0.583691433,-14.66181084,-0.230207987,79211,2.395510613,-81.7818342,-90.82740496,79211,0.197229311,-15.35231942,2.601928043,79211,-0.034757539,-11.00583588,2.753694821,79211,0.399624668,12.17148392,0.156770249
79217,-2.730971981,10.23333133,3.367234087,79217,0.769496734,-14.31552983,0.492012011,79217,0.395942417,21.6920931,-0.632199786,79217,0.251903445,20.53191169,-0.293925088,79217,-0.671799968,-13.59148564,0.316003946,79217,0.55373945,-14.64859126,-0.242393339,79217,2.385204151,-81.77428875,-90.81347616,79217,0.190131675,-15.35700508,2.603670424,79217,-0.063109242,-11.0369156,2.743631379,79217,0.396982838,12.18531542,0.156824933
79223,-2.709635439,10.22273466,3.355425537,79223,0.758896554,-14.31158263,0.491420647,79223,0.380153782,21.67188997,-0.637390987,79223,0.253979699,20.52657235,-0.29067098,79223,-0.693611158,-13.59590163,0.327033077,79223,0.570868045,-14.65801422,-0.247173433,79223,2.37414963,-81.76627739,-90.7995987,79223,0.1847409,-15.36152841,2.604376887,79223,-0.092880576,-11.0683444,2.732861543,79223,0.393877311,12.19885857,0.160092143
79229,-2.709760434,10.1949827,3.33721239,79229,0.751860721,-14.31050676,0.486489436,79229,0.362422118,21.6506636,-0.640885473,79229,0.257843144,20.50561941,-0.267710685,79229,-0.689623143,-13.58472094,0.344853051,79229,0.56995851,-14.66576205,-0.264352644,79229,2.360040172,-81.74094605,-90.76586516,79229,0.160377313,-15.38253326,2.597689107,79229,-0.144400133,-11.11677512,2.715440488,79229,0.398861313,12.21813619,0.170566976
79235,-2.711290452,10.16748268,3.32104686,79235,0.732892748,-14.30043219,0.475414643,79235,0.322049911,21.61313985,-0.640542389,79235,0.27031255,20.48699191,-0.238703264,79235,-0.701089933,-13.58162853,0.357632495,79235,0.560240419,-14.66499482,-0.29288109,79235,2.347144435,-81.71594997,-90.7330345,79235,0.147086209,-15.39625171,2.59371847,79235,-0.173848242,-11.15166,2.703403291,79235,0.403818787,12.23772013,0.184888331
79241,-2.725916096,10.16102369,3.312538251,79241,0.723943736,-14.29624975,0.463512063,79241,0.281256695,21.57502955,-0.63813571,79241,0.296192336,20.48621262,-0.208389183,79241,-0.729800182,-13.58809802,0.365339063,79241,0.554784298,-14.6552081,-0.327873414,79241,2.337450843,-81.71875431,-90.73532336,79241,0.170648147,-15.38146004,2.596365087,79241,-0.165296885,-11.16020359,2.700155634,79241,0.403823898,12.2551381,0.202372869
79247,-2.741309123,10.15445865,3.304676087,79247,0.724482377,-14.29992439,0.452821409,79247,0.255066412,21.54716987,-0.636649424,79247,0.306179291,20.48283634,-0.189298827,79247,-0.751912264,-13.59218874,0.369939965,79247,0.556672902,-14.64286447,-0.351177708,79247,2.328381689,-81.72143312,-90.73686105,79247,0.188897149,-15.36985305,2.598344592,79247,-0.157345108,-11.16938213,2.698627106,79247,0.402437667,12.27304995,0.217360972
79253,-2.755059411,10.14664971,3.298031398,79253,0.703990808,-14.29326875,0.442809541,79253,0.228901873,21.51935802,-0.630523378,79253,0.310553567,20.4809059,-0.189785017,79253,-0.770922325,-13.59759901,0.365755696,79253,0.554165074,-14.62934684,-0.361714014,79253,2.319783445,-81.72279664,-90.73767448,79253,0.207281598,-15.35900388,2.600161126,79253,-0.14529812,-11.17962298,2.695037947,79253,0.413561504,12.30051996,0.231286169
79259,-2.695950344,10.15925475,3.296253161,79259,0.667867159,-14.27692584,0.431708433,79259,0.206926439,21.49247506,-0.627479126,79259,0.298577159,20.4749994,-0.206850146,79259,-0.761466074,-13.58829253,0.362225297,79259,0.551689392,-14.61591817,-0.358446879,79259,2.311446914,-81.7372261,-90.7526967,79259,0.223701885,-15.34592783,2.60523441,79259,-0.094900397,-11.16260707,2.697008019,79259,0.421868535,12.32830054,0.244792548
