RightHip				LeftShoulder				RightShoulder				LeftKnee				Trunk2Ground				Pelvic				RightKnee				LeftHip				RightAnkle				LeftAnkle				
RightHip_Time	RightHip_Abduction-Adduction	RightHip_Internal-External Rotat	RightHip_Flexion-Extension	LeftShoulder_Time	LeftShoulder_Abduction-Adduction	LeftShoulder_Internal-External Rotat	LeftShoulder_Flexion-Extension	RightShoulder_Time	RightShoulder_Abduction-Adduction	RightShoulder_Internal-External Rotat	RightShoulder_Flexion-Extension	LeftKnee_Time	LeftKnee_Abduction-Adduction	LeftKnee_Internal-External Rotat	LeftKnee_Flexion-Extension	Trunk2Ground_Time	Trunk2Ground_Abduction-Adduction	Trunk2Ground_Internal-External Rotat	Trunk2Ground_Flexion-Extension	Pelvic_Time	Pelvic_Abduction-Adduction	Pelvic_Internal-External Rotat	Pelvic_Flexion-Extension	RightKnee_Time	RightKnee_Abduction-Adduction	RightKnee_Internal-External Rotat	RightKnee_Flexion-Extension	LeftHip_Time	LeftHip_Abduction-Adduction	LeftHip_Internal-External Rotat	LeftHip_Flexion-Extension	RightAnkle_Time	RightAnkle_Abduction-Adduction	RightAnkle_Internal-External Rotat	RightAnkle_Flexion-Extension	LeftAnkle_Time	LeftAnkle_Abduction-Adduction	LeftAnkle_Internal-External Rotat	LeftAnkle_Flexion-Extension	
389053	-4.81702257705641	22.7100867670668	-6.59797080301453	389053	-9.38498804769491	-32.6612279137724	-4.82118014583613	389053	-0.948838672945016	2.36730604520585	-1.46057250032792	389053	-17.2966970559138	17.3362853270524	-23.8963443329217	389053	-2.35247920153854	-74.7358718235527	-89.5746310397502	389053	0.991689082033201	-19.9714959124328	3.14454282633871	389053	-1.6735748319273	-15.037885353203	5.73575786012502	389053	1.71583592512546	-15.2781192376081	-16.9569966603288	389053	-5.0259220905832	23.4150021367748	-17.1666907072142	389053	11.6535690757246	-12.8850873041796	15.4574427257894	
389059	-4.93585818707469	22.7672003768524	-6.56229623525926	389059	-9.57653564660742	-32.871472308081	-5.1838180534471	389059	-1.16834218936602	2.26116961289628	-1.21253152972211	389059	-17.4307810530311	17.2341344030009	-24.2246112652286	389059	-2.19721701685978	-74.9339742268044	-89.5569402008382	389059	1.01616001140465	-19.9056948026382	3.29283084144931	389059	-1.56524292728811	-15.0102779947707	5.62414565731559	389059	1.70700158944606	-15.3357278119029	-17.6084197406182	389059	-4.98073557723194	23.418780987145	-17.0888659674042	389059	11.8128522478146	-12.8466140357378	15.3981067718333	
389065	-5.04622992023518	22.8142911386463	-6.50758910412092	389065	-9.76042641554617	-33.087429665599	-5.55739046603266	389065	-1.36169540897148	2.20965337405991	-0.961282674588284	389065	-17.4633244359735	17.1610892673717	-24.5452643026446	389065	-2.04799346632409	-75.1338254753232	-89.5352247423562	389065	1.02552607895636	-19.8361964080903	3.42436052825987	389065	-1.46181796755705	-14.9811058373276	5.50699891645718	389065	1.63671741605541	-15.3601083100341	-18.2773241667438	389065	-4.91688295248107	23.422624424533	-16.9829451269362	389065	12.0098454820509	-12.8381503256977	15.3307782543935	
389071	-5.15804545912011	22.8470460380276	-6.44232057688429	389071	-9.92650450331763	-33.2955073251387	-5.93247804628093	389071	-1.54669279147148	2.17625163151427	-0.707495712519837	389071	-17.4185958356003	17.1161793381801	-24.8496215239257	389071	-1.90475218809162	-75.3458373619725	-89.5227000324756	389071	1.03578442641862	-19.7490595671054	3.55069459521977	389071	-1.34805038374738	-14.9573533533174	5.39377740203729	389071	1.53096017763695	-15.3649403145812	-18.9540254494253	389071	-4.81635265096864	23.4356531772953	-16.8684636065955	389071	12.2127257766125	-12.8317334302954	15.2428336952747	
389077	-5.30023945245142	22.8523586551389	-6.37390052356279	389077	-10.1077658010271	-33.5091356807345	-6.29829690966282	389077	-1.75487367547365	2.12900488187933	-0.454335394126036	389077	-17.3270552262995	17.0919741758349	-25.1315860952492	389077	-1.76775906961737	-75.5588469534046	-89.5091704063157	389077	1.02805421761361	-19.6566149601169	3.67454585500433	389077	-1.24933093438327	-14.9218454624435	5.30061270418255	389077	1.42536057329926	-15.3583343903728	-19.626403103395	389077	-4.68199739135241	23.4597536176849	-16.7697033086542	389077	12.4272927338362	-12.8281338779979	15.1401290016216	
389083	-5.44126905959494	22.8531708936459	-6.32024874882082	389083	-10.2752530366734	-33.7143351451597	-6.66016587189244	389083	-1.94244229394885	2.09282461920973	-0.205209423849637	389083	-17.2401173438464	17.0532558100032	-25.3908106295516	389083	-1.63798031862649	-75.7807573505778	-89.5039935536459	389083	1.01281203234089	-19.5516564344995	3.79596328718319	389083	-1.16469813286526	-14.8880075100587	5.22462634283736	389083	1.37783555397554	-15.3328743116393	-20.2981552228522	389083	-4.52792974641993	23.4865149025515	-16.6930209140942	389083	12.6559081671601	-12.8264945864013	15.0302488564225	
389089	-5.57437127654577	22.8477433340807	-6.29109036390088	389089	-10.4377769927861	-33.920496734247	-7.0234882966969	389089	-2.12480398956974	2.04275144313689	0.0293974447349679	389089	-17.1636138956081	17.0392136366251	-25.5865486522479	389089	-1.52160966441544	-76.0022225289865	-89.4999231162731	389089	0.989098587078147	-19.4345831165625	3.91074431553582	389089	-1.07940865444723	-14.8600866542234	5.16365793613919	389089	1.36139299225184	-15.3095450154791	-20.9503456176299	389089	-4.37177162675061	23.5127956796765	-16.6342345343535	389089	12.9202265569711	-12.81648524568	14.9041257515754	
389095	-5.66867036610784	22.8400378275223	-6.29219987449937	389095	-10.634369873638	-34.1362616056995	-7.38831532840349	389095	-2.27748745789943	1.99473013922851	0.251076274924543	389095	-17.0889285107944	17.0334224215132	-25.7308385703681	389095	-1.41758776373377	-76.2231908639342	-89.4958368705372	389095	0.924214932717804	-19.3072235948495	4.01129904610711	389095	-1.00139378143743	-14.8302829183563	5.10579178923012	389095	1.40332114029288	-15.3020779054414	-21.5630283751063	389095	-4.23111095903298	23.5354793178688	-16.5912818056804	389095	13.2050508185917	-12.8060015732813	14.794578234087	
389101	-5.74249038466624	22.8376333557912	-6.31335979041296	389101	-10.8438963483837	-34.3768586208357	-7.76851604635089	389101	-2.37061199518506	1.94009038025367	0.445338864021277	389101	-17.0068567882898	17.0363045979114	-25.842539668692	389101	-1.32856809454643	-76.4213315106865	-89.4700359349745	389101	0.805873774356894	-19.2053964390613	4.08505263119503	389101	-0.945857141455424	-14.7925204548527	5.04427835494133	389101	1.50643777774777	-15.2868449052965	-22.1544106766226	389101	-4.09784336291	23.5468334212719	-16.5634370396927	389101	13.4885530096815	-12.7835519926199	14.7101332933863	
389107	-5.79700934541858	22.8399509724807	-6.36107106979809	389107	-11.0432117297527	-34.614716133293	-8.15326795748102	389107	-2.424579255077	1.89098131262141	0.630508530832718	389107	-16.9244757424528	17.0384869893233	-25.8966953241658	389107	-1.24634969936127	-76.6186359951426	-89.4498395198735	389107	0.673408593523719	-19.0996347359044	4.15587627945928	389107	-0.912532949799409	-14.7571022546548	4.97827252526462	389107	1.64867548914586	-15.2697892344489	-22.7058170817557	389107	-3.90587212007586	23.5565169362518	-16.5165057166915	389107	13.7979309878008	-12.7726710099463	14.6821544482436	
